pin_id,article_slug,article_title,quality_status,ok,reasons,quality_rule_key,quality_rule_label,quality_score,source_signature,quality_source_key,quality_source_type,quality_source_url,image_file,image_url,width,height
front-walkway-flower-bed-ideas-b,front-walkway-flower-bed-ideas,Front Walkway Flower Bed Ideas,approved,yes,,flower-bed,Flower bed or flowers visible,83,unsplash:photo-1582993813720-c19e349b4b37,photo 1582993813720 c19e349b4b37,unsplash-expanded-search,https://images.unsplash.com/photo-1582993813720-c19e349b4b37,front-walkway-flower-bed-ideas-pin-b-1hcwv.jpg,https://frontyardaura.com/pins/front-walkway-flower-bed-ideas-pin-b-1hcwv.jpg,1000,1500
front-walkway-flower-bed-ideas-c,front-walkway-flower-bed-ideas,Front Walkway Flower Bed Ideas,approved,yes,,flower-bed,Flower bed or flowers visible,83,unsplash:photo-1780082854983-9e396e297b66,photo 1780082854983 9e396e297b66,unsplash-expanded-search,https://images.unsplash.com/photo-1780082854983-9e396e297b66,front-walkway-flower-bed-ideas-pin-c-1hmwh.jpg,https://frontyardaura.com/pins/front-walkway-flower-bed-ideas-pin-c-1hmwh.jpg,1000,1500
front-walkway-ideas-for-colonial-homes-a,front-walkway-ideas-for-colonial-homes,Front Walkway Ideas for Colonial Homes,approved,no,missing_visible_front_yard; missing_landscaping_element,colonial-home,Colonial home cues visible,84,unsplash:photo-1761506389311-41081f87d656,photo 1761506389311 41081f87d656,unsplash-search,https://images.unsplash.com/photo-1761506389311-41081f87d656,front-walkway-ideas-for-colonial-homes-pin-a-kh10a.jpg,https://frontyardaura.com/pins/front-walkway-ideas-for-colonial-homes-pin-a-kh10a.jpg,1000,1500
front-walkway-ideas-for-colonial-homes-b,front-walkway-ideas-for-colonial-homes,Front Walkway Ideas for Colonial Homes,approved,yes,,colonial-home,Colonial home cues visible,84,unsplash:photo-1775439450984-555f7d208c68,photo 1775439450984 555f7d208c68,unsplash-search,https://images.unsplash.com/photo-1775439450984-555f7d208c68,front-walkway-ideas-for-colonial-homes-pin-b-k71el.jpg,https://frontyardaura.com/pins/front-walkway-ideas-for-colonial-homes-pin-b-k71el.jpg,1000,1500
front-walkway-ideas-for-colonial-homes-c,front-walkway-ideas-for-colonial-homes,Front Walkway Ideas for Colonial Homes,approved,no,missing_visible_front_yard; missing_landscaping_element,colonial-home,Colonial home cues visible,84,unsplash:photo-1777691886731-9a0b7490a2ae,photo 1777691886731 9a0b7490a2ae,unsplash-search,https://images.unsplash.com/photo-1777691886731-9a0b7490a2ae,front-walkway-ideas-for-colonial-homes-pin-c-jx1sw.jpg,https://frontyardaura.com/pins/front-walkway-ideas-for-colonial-homes-pin-c-jx1sw.jpg,1000,1500
front-walkway-ideas-for-cottage-homes-a,front-walkway-ideas-for-cottage-homes,Front Walkway Ideas for Cottage Homes,approved,yes,,walkway,Walkway or path visible,83,unsplash:photo-1745992937296-03df765dd690,photo 1745992937296 03df765dd690,unsplash-expanded-search,https://images.unsplash.com/photo-1745992937296-03df765dd690,front-walkway-ideas-for-cottage-homes-pin-a-5roci.jpg,https://frontyardaura.com/pins/front-walkway-ideas-for-cottage-homes-pin-a-5roci.jpg,1000,1500
front-walkway-ideas-for-cottage-homes-b,front-walkway-ideas-for-cottage-homes,Front Walkway Ideas for Cottage Homes,approved,yes,,walkway,Walkway or path visible,83,unsplash:photo-1651429712343-8b0e15be62b1,photo 1651429712343 8b0e15be62b1,unsplash-expanded-search,https://images.unsplash.com/photo-1651429712343-8b0e15be62b1,front-walkway-ideas-for-cottage-homes-pin-b-5hoqt.jpg,https://frontyardaura.com/pins/front-walkway-ideas-for-cottage-homes-pin-b-5hoqt.jpg,1000,1500
front-walkway-ideas-for-small-yards-a,front-walkway-ideas-for-small-yards,Front Walkway Ideas for Small Yards,approved,yes,,small-front-yard,Small or compact front yard visible,83,unsplash:photo-1658982428444-a26719443691,photo 1658982428444 a26719443691,unsplash-expanded-search,https://images.unsplash.com/photo-1658982428444-a26719443691,front-walkway-ideas-for-small-yards-pin-a-1pqmi.jpg,https://frontyardaura.com/pins/front-walkway-ideas-for-small-yards-pin-a-1pqmi.jpg,1000,1500
front-walkway-ideas-for-small-yards-b,front-walkway-ideas-for-small-yards,Front Walkway Ideas for Small Yards,approved,yes,,small-front-yard,Small or compact front yard visible,83,unsplash:photo-1656365325707-ed6436800605,photo 1656365325707 ed6436800605,unsplash-expanded-search,https://images.unsplash.com/photo-1656365325707-ed6436800605,front-walkway-ideas-for-small-yards-pin-b-1ownp.jpg,https://frontyardaura.com/pins/front-walkway-ideas-for-small-yards-pin-b-1ownp.jpg,1000,1500
front-walkway-ideas-for-small-yards-c,front-walkway-ideas-for-small-yards,Front Walkway Ideas for Small Yards,approved,yes,,small-front-yard,Small or compact front yard visible,83,unsplash:photo-1596939301422-59c04b410c67,photo 1596939301422 59c04b410c67,unsplash-expanded-search,https://images.unsplash.com/photo-1596939301422-59c04b410c67,front-walkway-ideas-for-small-yards-pin-c-1p6nb.jpg,https://frontyardaura.com/pins/front-walkway-ideas-for-small-yards-pin-c-1p6nb.jpg,1000,1500
front-walkway-ideas-with-bluestone-pavers-a,front-walkway-ideas-with-bluestone-pavers,Front Walkway Ideas With Bluestone Pavers,approved,yes,,walkway,Walkway or path visible,83,unsplash:photo-1759426016109-afe242226578,photo 1759426016109 afe242226578,unsplash-expanded-search,https://images.unsplash.com/photo-1759426016109-afe242226578,front-walkway-ideas-with-bluestone-pavers-pin-a-3aq46.jpg,https://frontyardaura.com/pins/front-walkway-ideas-with-bluestone-pavers-pin-a-3aq46.jpg,1000,1500
front-walkway-ideas-with-bluestone-pavers-b,front-walkway-ideas-with-bluestone-pavers,Front Walkway Ideas With Bluestone Pavers,approved,yes,,walkway,Walkway or path visible,83,unsplash:photo-1650509428466-588bef3ad662,photo 1650509428466 588bef3ad662,unsplash-expanded-search,https://images.unsplash.com/photo-1650509428466-588bef3ad662,front-walkway-ideas-with-bluestone-pavers-pin-b-30qih.jpg,https://frontyardaura.com/pins/front-walkway-ideas-with-bluestone-pavers-pin-b-30qih.jpg,1000,1500
front-walkway-ideas-with-boxwood-and-lavender-a,front-walkway-ideas-with-boxwood-and-lavender,Front Walkway Ideas With Boxwood and Lavender,approved,yes,,flower-bed,Flower bed or flowers visible,83,unsplash:photo-1776758542078-60fe6b12e22c,photo 1776758542078 60fe6b12e22c,unsplash-expanded-search,https://images.unsplash.com/photo-1776758542078-60fe6b12e22c,front-walkway-ideas-with-boxwood-and-lavender-pin-a-1h2gh.jpg,https://frontyardaura.com/pins/front-walkway-ideas-with-boxwood-and-lavender-pin-a-1h2gh.jpg,1000,1500
front-walkway-ideas-with-boxwood-and-lavender-b,front-walkway-ideas-with-boxwood-and-lavender,Front Walkway Ideas With Boxwood and Lavender,approved,yes,,flower-bed,Flower bed or flowers visible,83,unsplash:photo-1729622033401-8dad239c5ac9,photo 1729622033401 8dad239c5ac9,unsplash-expanded-search,https://images.unsplash.com/photo-1729622033401-8dad239c5ac9,front-walkway-ideas-with-boxwood-and-lavender-pin-b-1hcg3.jpg,https://frontyardaura.com/pins/front-walkway-ideas-with-boxwood-and-lavender-pin-b-1hcg3.jpg,1000,1500
front-walkway-ideas-with-boxwood-and-lavender-c,front-walkway-ideas-with-boxwood-and-lavender,Front Walkway Ideas With Boxwood and Lavender,approved,yes,,flower-bed,Flower bed or flowers visible,83,unsplash:photo-1778247533301-0003cc38e046,photo 1778247533301 0003cc38e046,unsplash-expanded-search,https://images.unsplash.com/photo-1778247533301-0003cc38e046,front-walkway-ideas-with-boxwood-and-lavender-pin-c-1hmfo.jpg,https://frontyardaura.com/pins/front-walkway-ideas-with-boxwood-and-lavender-pin-c-1hmfo.jpg,1000,1500
front-walkway-ideas-with-brick-and-gravel-a,front-walkway-ideas-with-brick-and-gravel,Front Walkway Ideas With Brick and Gravel,approved,no,missing_visible_house_exterior,brick-walkway,Brick walkway visible,88,unsplash:photo-1780399346135-c33ca5e2073e,photo 1780399346135 c33ca5e2073e,unsplash-search,https://images.unsplash.com/photo-1780399346135-c33ca5e2073e,front-walkway-ideas-with-brick-and-gravel-pin-a-1rsvm.jpg,https://frontyardaura.com/pins/front-walkway-ideas-with-brick-and-gravel-pin-a-1rsvm.jpg,1000,1500
front-walkway-ideas-with-brick-and-gravel-b,front-walkway-ideas-with-brick-and-gravel,Front Walkway Ideas With Brick and Gravel,approved,yes,,brick-walkway,Brick walkway visible,83,unsplash:photo-1780287857946-c02092f354ba,photo 1780287857946 c02092f354ba,unsplash-expanded-search,https://images.unsplash.com/photo-1780287857946-c02092f354ba,front-walkway-ideas-with-brick-and-gravel-pin-b-1smuf.jpg,https://frontyardaura.com/pins/front-walkway-ideas-with-brick-and-gravel-pin-b-1smuf.jpg,1000,1500
front-walkway-ideas-with-brick-steps-a,front-walkway-ideas-with-brick-steps,Front Walkway Ideas With Brick Steps,approved,yes,,brick-walkway,Brick walkway visible,83,unsplash:photo-1677275770462-a0b7eb138093,photo 1677275770462 a0b7eb138093,unsplash-expanded-search,https://images.unsplash.com/photo-1677275770462-a0b7eb138093,front-walkway-ideas-with-brick-steps-pin-a-4r18a.jpg,https://frontyardaura.com/pins/front-walkway-ideas-with-brick-steps-pin-a-4r18a.jpg,1000,1500
front-walkway-ideas-with-brick-steps-b,front-walkway-ideas-with-brick-steps,Front Walkway Ideas With Brick Steps,approved,yes,,brick-walkway,Brick walkway visible,83,unsplash:photo-1708177483602-76b4337f26c9,photo 1708177483602 76b4337f26c9,unsplash-expanded-search,https://images.unsplash.com/photo-1708177483602-76b4337f26c9,front-walkway-ideas-with-brick-steps-pin-b-5l01d.jpg,https://frontyardaura.com/pins/front-walkway-ideas-with-brick-steps-pin-b-5l01d.jpg,1000,1500
front-walkway-ideas-with-curved-brick-edging-a,front-walkway-ideas-with-curved-brick-edging,Front Walkway Ideas With Curved Brick Edging,approved,yes,,brick-walkway,Brick walkway visible,83,unsplash:photo-1639768940677-27878bc40944,photo 1639768940677 27878bc40944,unsplash-expanded-search,https://images.unsplash.com/photo-1639768940677-27878bc40944,front-walkway-ideas-with-curved-brick-edging-pin-a-14cp7.jpg,https://frontyardaura.com/pins/front-walkway-ideas-with-curved-brick-edging-pin-a-14cp7.jpg,1000,1500
front-walkway-ideas-with-curved-brick-edging-b,front-walkway-ideas-with-curved-brick-edging,Front Walkway Ideas With Curved Brick Edging,approved,yes,,brick-walkway,Brick walkway visible,83,unsplash:photo-1669066412571-7633ce009fd3,photo 1669066412571 7633ce009fd3,unsplash-expanded-search,https://images.unsplash.com/photo-1669066412571-7633ce009fd3,front-walkway-ideas-with-curved-brick-edging-pin-b-13iqe.jpg,https://frontyardaura.com/pins/front-walkway-ideas-with-curved-brick-edging-pin-b-13iqe.jpg,1000,1500
front-walkway-ideas-with-driveway-connection-a,front-walkway-ideas-with-driveway-connection,Front Walkway Ideas With Driveway Connection,approved,yes,,driveway,Driveway or driveway edge visible,83,unsplash:photo-1711098256664-d2ea62e6e376,photo 1711098256664 d2ea62e6e376,unsplash-expanded-search,https://images.unsplash.com/photo-1711098256664-d2ea62e6e376,front-walkway-ideas-with-driveway-connection-pin-a-1w59l.jpg,https://frontyardaura.com/pins/front-walkway-ideas-with-driveway-connection-pin-a-1w59l.jpg,1000,1500
front-walkway-ideas-with-driveway-connection-b,front-walkway-ideas-with-driveway-connection,Front Walkway Ideas With Driveway Connection,approved,yes,,driveway,Driveway or driveway edge visible,83,unsplash:photo-1720463085785-01a8c35fb299,photo 1720463085785 01a8c35fb299,unsplash-expanded-search,https://images.unsplash.com/photo-1720463085785-01a8c35fb299,front-walkway-ideas-with-driveway-connection-pin-b-1vbas.jpg,https://frontyardaura.com/pins/front-walkway-ideas-with-driveway-connection-pin-b-1vbas.jpg,1000,1500
front-walkway-ideas-with-flowering-groundcover-a,front-walkway-ideas-with-flowering-groundcover,Front Walkway Ideas With Flowering Groundcover,approved,yes,,low-maintenance,Low-maintenance front yard materials visible,83,unsplash:photo-1722318897422-2a52dc50515c,photo 1722318897422 2a52dc50515c,unsplash-expanded-search,https://images.unsplash.com/photo-1722318897422-2a52dc50515c,front-walkway-ideas-with-flowering-groundcover-pin-a-1m9nt.jpg,https://frontyardaura.com/pins/front-walkway-ideas-with-flowering-groundcover-pin-a-1m9nt.jpg,1000,1500
front-walkway-ideas-with-flowering-groundcover-b,front-walkway-ideas-with-flowering-groundcover,Front Walkway Ideas With Flowering Groundcover,approved,yes,,low-maintenance,Low-maintenance front yard materials visible,83,unsplash:photo-1716493886288-5a16a225fd40,photo 1716493886288 5a16a225fd40,unsplash-expanded-search,https://images.unsplash.com/photo-1716493886288-5a16a225fd40,front-walkway-ideas-with-flowering-groundcover-pin-b-1lfp0.jpg,https://frontyardaura.com/pins/front-walkway-ideas-with-flowering-groundcover-pin-b-1lfp0.jpg,1000,1500
front-walkway-ideas-with-flowering-groundcover-c,front-walkway-ideas-with-flowering-groundcover,Front Walkway Ideas With Flowering Groundcover,approved,yes,,low-maintenance,Low-maintenance front yard materials visible,83,unsplash:photo-1753006990440-ecdba4925cec,photo 1753006990440 ecdba4925cec,unsplash-expanded-search,https://images.unsplash.com/photo-1753006990440-ecdba4925cec,front-walkway-ideas-with-flowering-groundcover-pin-c-1lpom.jpg,https://frontyardaura.com/pins/front-walkway-ideas-with-flowering-groundcover-pin-c-1lpom.jpg,1000,1500
front-walkway-ideas-with-formal-hedges-a,front-walkway-ideas-with-formal-hedges,Front Walkway Ideas With Formal Hedges,approved,yes,,boxwood,Boxwood or neat hedges visible,83,unsplash:photo-1700960266354-4ba3b992a43d,photo 1700960266354 4ba3b992a43d,unsplash-expanded-search,https://images.unsplash.com/photo-1700960266354-4ba3b992a43d,front-walkway-ideas-with-formal-hedges-pin-a-fh8uv.jpg,https://frontyardaura.com/pins/front-walkway-ideas-with-formal-hedges-pin-a-fh8uv.jpg,1000,1500
front-walkway-ideas-with-formal-hedges-b,front-walkway-ideas-with-formal-hedges,Front Walkway Ideas With Formal Hedges,approved,yes,,boxwood,Boxwood or neat hedges visible,83,unsplash:photo-1778051748899-7a7efddb148e,photo 1778051748899 7a7efddb148e,unsplash-expanded-search,https://images.unsplash.com/photo-1778051748899-7a7efddb148e,front-walkway-ideas-with-formal-hedges-pin-b-pguju.jpg,https://frontyardaura.com/pins/front-walkway-ideas-with-formal-hedges-pin-b-pguju.jpg,1000,1500
front-walkway-ideas-with-lavender-borders-a,front-walkway-ideas-with-lavender-borders,Front Walkway Ideas With Lavender Borders,approved,yes,,flower-bed,Flower bed or flowers visible,83,unsplash:photo-1779538113139-d36ae431a448,photo 1779538113139 d36ae431a448,unsplash-expanded-search,https://images.unsplash.com/photo-1779538113139-d36ae431a448,front-walkway-ideas-with-lavender-borders-pin-a-gpvvw.jpg,https://frontyardaura.com/pins/front-walkway-ideas-with-lavender-borders-pin-a-gpvvw.jpg,1000,1500
front-walkway-ideas-with-lavender-borders-b,front-walkway-ideas-with-lavender-borders,Front Walkway Ideas With Lavender Borders,approved,yes,,flower-bed,Flower bed or flowers visible,83,unsplash:photo-1647599462131-75aa18eadc69,photo 1647599462131 75aa18eadc69,unsplash-expanded-search,https://images.unsplash.com/photo-1647599462131-75aa18eadc69,front-walkway-ideas-with-lavender-borders-pin-b-gfwa7.jpg,https://frontyardaura.com/pins/front-walkway-ideas-with-lavender-borders-pin-b-gfwa7.jpg,1000,1500
front-walkway-ideas-with-lavender-borders-c,front-walkway-ideas-with-lavender-borders,Front Walkway Ideas With Lavender Borders,approved,yes,,flower-bed,Flower bed or flowers visible,83,unsplash:photo-1775743093104-d8e53e5ed250,photo 1775743093104 d8e53e5ed250,unsplash-expanded-search,https://images.unsplash.com/photo-1775743093104-d8e53e5ed250,front-walkway-ideas-with-lavender-borders-pin-c-g5woi.jpg,https://frontyardaura.com/pins/front-walkway-ideas-with-lavender-borders-pin-c-g5woi.jpg,1000,1500
front-walkway-ideas-with-low-voltage-lighting-a,front-walkway-ideas-with-low-voltage-lighting,Front Walkway Ideas With Low Voltage Lighting,approved,yes,,lighting,Outdoor/path lighting visible,83,unsplash:photo-1767039090541-df499771901e,photo 1767039090541 df499771901e,unsplash-expanded-search,https://images.unsplash.com/photo-1767039090541-df499771901e,front-walkway-ideas-with-low-voltage-lighting-pin-a-1e657.jpg,https://frontyardaura.com/pins/front-walkway-ideas-with-low-voltage-lighting-pin-a-1e657.jpg,1000,1500
front-walkway-ideas-with-mixed-border-planting-a,front-walkway-ideas-with-mixed-border-planting,Front Walkway Ideas With Mixed Border Planting,approved,yes,,walkway,Walkway or path visible,83,unsplash:photo-1694629436281-35f7d2744711,photo 1694629436281 35f7d2744711,unsplash-expanded-search,https://images.unsplash.com/photo-1694629436281-35f7d2744711,front-walkway-ideas-with-mixed-border-planting-pin-a-1e5rt.jpg,https://frontyardaura.com/pins/front-walkway-ideas-with-mixed-border-planting-pin-a-1e5rt.jpg,1000,1500
front-walkway-ideas-with-mixed-border-planting-b,front-walkway-ideas-with-mixed-border-planting,Front Walkway Ideas With Mixed Border Planting,approved,yes,,walkway,Walkway or path visible,83,unsplash:photo-1694193046814-604922a111f7,photo 1694193046814 604922a111f7,unsplash-expanded-search,https://images.unsplash.com/photo-1694193046814-604922a111f7,front-walkway-ideas-with-mixed-border-planting-pin-b-1o5di.jpg,https://frontyardaura.com/pins/front-walkway-ideas-with-mixed-border-planting-pin-b-1o5di.jpg,1000,1500
front-walkway-ideas-with-modern-gravel-joints-a,front-walkway-ideas-with-modern-gravel-joints,Front Walkway Ideas With Modern Gravel Joints,approved,no,missing_visible_house_exterior,gravel-path,Gravel path visible,82,unsplash:photo-1709923921155-1011980a4858,photo 1709923921155 1011980a4858,unsplash-search,https://images.unsplash.com/photo-1709923921155-1011980a4858,front-walkway-ideas-with-modern-gravel-joints-pin-a-mhf8h.jpg,https://frontyardaura.com/pins/front-walkway-ideas-with-modern-gravel-joints-pin-a-mhf8h.jpg,1000,1500
front-walkway-ideas-with-modern-slab-steps-a,front-walkway-ideas-with-modern-slab-steps,Front Walkway Ideas With Modern Slab Steps,approved,yes,,walkway,Walkway or path visible,83,unsplash:photo-1777863074051-0820cdb21903,photo 1777863074051 0820cdb21903,unsplash-expanded-search,https://images.unsplash.com/photo-1777863074051-0820cdb21903,front-walkway-ideas-with-modern-slab-steps-pin-a-172ri.jpg,https://frontyardaura.com/pins/front-walkway-ideas-with-modern-slab-steps-pin-a-172ri.jpg,1000,1500
front-walkway-ideas-with-modern-slab-steps-b,front-walkway-ideas-with-modern-slab-steps,Front Walkway Ideas With Modern Slab Steps,approved,yes,,walkway,Walkway or path visible,83,unsplash:photo-1570444024680-176212e95ba9,photo 1570444024680 176212e95ba9,unsplash-expanded-search,https://images.unsplash.com/photo-1570444024680-176212e95ba9,front-walkway-ideas-with-modern-slab-steps-pin-b-17cr3.jpg,https://frontyardaura.com/pins/front-walkway-ideas-with-modern-slab-steps-pin-b-17cr3.jpg,1000,1500
front-walkway-ideas-with-porch-landing-planting-a,front-walkway-ideas-with-porch-landing-planting,Front Walkway Ideas With Porch Landing Planting,approved,yes,,walkway,Walkway or path visible,83,unsplash:photo-1770306924388-460a9510843a,photo 1770306924388 460a9510843a,unsplash-expanded-search,https://images.unsplash.com/photo-1770306924388-460a9510843a,front-walkway-ideas-with-porch-landing-planting-pin-a-3foq3.jpg,https://frontyardaura.com/pins/front-walkway-ideas-with-porch-landing-planting-pin-a-3foq3.jpg,1000,1500
front-walkway-ideas-with-porch-landing-planting-b,front-walkway-ideas-with-porch-landing-planting,Front Walkway Ideas With Porch Landing Planting,approved,yes,,walkway,Walkway or path visible,83,unsplash:photo-1587487698423-16ab1fc388b0,photo 1587487698423 16ab1fc388b0,unsplash-expanded-search,https://images.unsplash.com/photo-1587487698423-16ab1fc388b0,front-walkway-ideas-with-porch-landing-planting-pin-b-3pobs.jpg,https://frontyardaura.com/pins/front-walkway-ideas-with-porch-landing-planting-pin-b-3pobs.jpg,1000,1500
front-walkway-ideas-with-side-garden-beds-a,front-walkway-ideas-with-side-garden-beds,Front Walkway Ideas With Side Garden Beds,approved,yes,,walkway,Walkway or path visible,83,unsplash:photo-1685799751596-4c850c4fd174,photo 1685799751596 4c850c4fd174,unsplash-expanded-search,https://images.unsplash.com/photo-1685799751596-4c850c4fd174,front-walkway-ideas-with-side-garden-beds-pin-a-1bjnv.jpg,https://frontyardaura.com/pins/front-walkway-ideas-with-side-garden-beds-pin-a-1bjnv.jpg,1000,1500
front-walkway-ideas-with-side-garden-beds-b,front-walkway-ideas-with-side-garden-beds,Front Walkway Ideas With Side Garden Beds,approved,yes,,walkway,Walkway or path visible,83,unsplash:photo-1684280851894-8743c359d0f1,photo 1684280851894 8743c359d0f1,unsplash-expanded-search,https://images.unsplash.com/photo-1684280851894-8743c359d0f1,front-walkway-ideas-with-side-garden-beds-pin-b-1app2.jpg,https://frontyardaura.com/pins/front-walkway-ideas-with-side-garden-beds-pin-b-1app2.jpg,1000,1500
front-walkway-ideas-with-soft-curbside-planting-a,front-walkway-ideas-with-soft-curbside-planting,Front Walkway Ideas With Soft Curbside Planting,approved,yes,,walkway,Walkway or path visible,83,unsplash:photo-1679394407545-c636ba9c415e,photo 1679394407545 c636ba9c415e,unsplash-expanded-search,https://images.unsplash.com/photo-1679394407545-c636ba9c415e,front-walkway-ideas-with-soft-curbside-planting-pin-a-hd2ie.jpg,https://frontyardaura.com/pins/front-walkway-ideas-with-soft-curbside-planting-pin-a-hd2ie.jpg,1000,1500
front-walkway-ideas-with-soft-curbside-planting-b,front-walkway-ideas-with-soft-curbside-planting,Front Walkway Ideas With Soft Curbside Planting,approved,yes,,walkway,Walkway or path visible,83,unsplash:photo-1753893558304-8b1b4b47348c,photo 1753893558304 8b1b4b47348c,unsplash-expanded-search,https://images.unsplash.com/photo-1753893558304-8b1b4b47348c,front-walkway-ideas-with-soft-curbside-planting-pin-b-hn243.jpg,https://frontyardaura.com/pins/front-walkway-ideas-with-soft-curbside-planting-pin-b-hn243.jpg,1000,1500
front-walkway-ideas-with-stepping-stones-and-grass-a,front-walkway-ideas-with-stepping-stones-and-grass,Front Walkway Ideas With Stepping Stones and Grass,approved,no,missing_visible_house_exterior,lawn,"Lawn, grass, or lawn stripes visible",82,unsplash:photo-1757402280759-baef4292d6a4,photo 1757402280759 baef4292d6a4,unsplash-search,https://images.unsplash.com/photo-1757402280759-baef4292d6a4,front-walkway-ideas-with-stepping-stones-and-grass-pin-a-1ifme.jpg,https://frontyardaura.com/pins/front-walkway-ideas-with-stepping-stones-and-grass-pin-a-1ifme.jpg,1000,1500
front-walkway-ideas-with-stepping-stones-and-grass-b,front-walkway-ideas-with-stepping-stones-and-grass,Front Walkway Ideas With Stepping Stones and Grass,approved,no,missing_visible_house_exterior,lawn,"Lawn, grass, or lawn stripes visible",76,unsplash:photo-1672314082735-246cbb83a830,photo 1672314082735 246cbb83a830,unsplash-search,https://images.unsplash.com/photo-1672314082735-246cbb83a830,front-walkway-ideas-with-stepping-stones-and-grass-pin-b-1iplz.jpg,https://frontyardaura.com/pins/front-walkway-ideas-with-stepping-stones-and-grass-pin-b-1iplz.jpg,1000,1500
front-walkway-ideas-with-stepping-stones-and-grass-c,front-walkway-ideas-with-stepping-stones-and-grass,Front Walkway Ideas With Stepping Stones and Grass,approved,yes,,lawn,"Lawn, grass, or lawn stripes visible",83,unsplash:photo-1590401723152-f79596f23e61,photo 1590401723152 f79596f23e61,unsplash-expanded-search,https://images.unsplash.com/photo-1590401723152-f79596f23e61,front-walkway-ideas-with-stepping-stones-and-grass-pin-c-1izll.jpg,https://frontyardaura.com/pins/front-walkway-ideas-with-stepping-stones-and-grass-pin-c-1izll.jpg,1000,1500
front-walkway-ideas-with-stone-and-moss-a,front-walkway-ideas-with-stone-and-moss,Front Walkway Ideas With Stone and Moss,approved,yes,,rock-landscaping,"Rocks, boulders, or gravel visible",83,unsplash:photo-1694171874758-04e3ae3e5c63,photo 1694171874758 04e3ae3e5c63,unsplash-expanded-search,https://images.unsplash.com/photo-1694171874758-04e3ae3e5c63,front-walkway-ideas-with-stone-and-moss-pin-a-1y4b8.jpg,https://frontyardaura.com/pins/front-walkway-ideas-with-stone-and-moss-pin-a-1y4b8.jpg,1000,1500
front-walkway-ideas-with-stone-and-moss-b,front-walkway-ideas-with-stone-and-moss,Front Walkway Ideas With Stone and Moss,approved,yes,,rock-landscaping,"Rocks, boulders, or gravel visible",83,unsplash:photo-1735045438899-caf64fa7e118,photo 1735045438899 caf64fa7e118,unsplash-expanded-search,https://images.unsplash.com/photo-1735045438899-caf64fa7e118,front-walkway-ideas-with-stone-and-moss-pin-b-1xacf.jpg,https://frontyardaura.com/pins/front-walkway-ideas-with-stone-and-moss-pin-b-1xacf.jpg,1000,1500
front-walkway-ideas-with-wide-paver-steps-a,front-walkway-ideas-with-wide-paver-steps,Front Walkway Ideas With Wide Paver Steps,approved,yes,,walkway,Walkway or path visible,83,unsplash:photo-1645554581950-db94c96ec2d3,photo 1645554581950 db94c96ec2d3,unsplash-expanded-search,https://images.unsplash.com/photo-1645554581950-db94c96ec2d3,front-walkway-ideas-with-wide-paver-steps-pin-a-sqyxx.jpg,https://frontyardaura.com/pins/front-walkway-ideas-with-wide-paver-steps-pin-a-sqyxx.jpg,1000,1500
front-walkway-ideas-with-wide-paver-steps-b,front-walkway-ideas-with-wide-paver-steps,Front Walkway Ideas With Wide Paver Steps,approved,yes,,walkway,Walkway or path visible,83,unsplash:photo-1685036475783-8fd344e51ce1,photo 1685036475783 8fd344e51ce1,unsplash-expanded-search,https://images.unsplash.com/photo-1685036475783-8fd344e51ce1,front-walkway-ideas-with-wide-paver-steps-pin-b-t0yjm.jpg,https://frontyardaura.com/pins/front-walkway-ideas-with-wide-paver-steps-pin-b-t0yjm.jpg,1000,1500
front-walkway-landscaping-with-boxwoods-a,front-walkway-landscaping-with-boxwoods,Front Walkway Landscaping With Boxwoods,approved,yes,,boxwood,Boxwood or neat hedges visible,83,unsplash:photo-1750275621731-dc2a692115f0,photo 1750275621731 dc2a692115f0,unsplash-expanded-search,https://images.unsplash.com/photo-1750275621731-dc2a692115f0,front-walkway-landscaping-with-boxwoods-pin-a-1gcwm.jpg,https://frontyardaura.com/pins/front-walkway-landscaping-with-boxwoods-pin-a-1gcwm.jpg,1000,1500
front-walkway-landscaping-with-boxwoods-b,front-walkway-landscaping-with-boxwoods,Front Walkway Landscaping With Boxwoods,approved,yes,,boxwood,Boxwood or neat hedges visible,83,unsplash:photo-1777708986515-23dba03b9a5a,photo 1777708986515 23dba03b9a5a,unsplash-expanded-search,https://images.unsplash.com/photo-1777708986515-23dba03b9a5a,front-walkway-landscaping-with-boxwoods-pin-b-1h6vf.jpg,https://frontyardaura.com/pins/front-walkway-landscaping-with-boxwoods-pin-b-1h6vf.jpg,1000,1500
front-walkway-lighting-ideas-a,front-walkway-lighting-ideas,Front Walkway Lighting Ideas,approved,yes,,lighting,Outdoor/path lighting visible,83,unsplash:photo-1720281040054-c1aa37e6b432,photo 1720281040054 c1aa37e6b432,unsplash-expanded-search,https://images.unsplash.com/photo-1720281040054-c1aa37e6b432,front-walkway-lighting-ideas-pin-a-46bs8.jpg,https://frontyardaura.com/pins/front-walkway-lighting-ideas-pin-a-46bs8.jpg,1000,1500
front-walkway-stone-border-ideas-a,front-walkway-stone-border-ideas,Front Walkway Stone Border Ideas,approved,yes,,rock-landscaping,"Rocks, boulders, or gravel visible",83,unsplash:photo-1774384734233-f9ed2e4e4dc6,photo 1774384734233 f9ed2e4e4dc6,unsplash-expanded-search,https://images.unsplash.com/photo-1774384734233-f9ed2e4e4dc6,front-walkway-stone-border-ideas-pin-a-1hize.jpg,https://frontyardaura.com/pins/front-walkway-stone-border-ideas-pin-a-1hize.jpg,1000,1500
