image_id,article_slug,pin_variant,pin_type,pin_id,source_signature,article_title,exact_prompt,priority
manual-b02-026-curb-appeal-landscaping-with-front-yard-berms-c,curb-appeal-landscaping-with-front-yard-berms,C,C,curb-appeal-landscaping-with-front-yard-berms-c,manual-batch-02:curb-appeal-landscaping-with-front-yard-berms-c,Curb Appeal Landscaping With Front Yard Berms,"Create one realistic professional photography image for the exact article title: ""Curb Appeal Landscaping With Front Yard Berms"". Pin type C: three-quarter entry-angle composition from the walkway or driveway edge, with depth through the front yard and a fresh perspective distinct from a wide hero or close detail view. Exact title match requirement: the image must visually communicate ""Curb Appeal Landscaping With Front Yard Berms"" immediately, not a generic yard. Required visual element: a clearly visible front yard landscape and USA home exterior matching the article title. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. Use realistic front yard landscaping, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, portrait 2:3, crisp DSLR architectural-garden photography, low garden-bed viewpoint, strong foreground material texture, natural planting rhythm. Keep the composition ready for later overlay space, but do not add overlay content. Source uniqueness: create a unique source image for curb-appeal-landscaping-with-front-yard-berms-c only, with source_signature manual-batch-02:curb-appeal-landscaping-with-front-yard-berms-c; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",26
manual-b02-027-curb-appeal-landscaping-with-front-yard-trees-c,curb-appeal-landscaping-with-front-yard-trees,C,C,curb-appeal-landscaping-with-front-yard-trees-c,manual-batch-02:curb-appeal-landscaping-with-front-yard-trees-c,Curb Appeal Landscaping With Front Yard Trees,"Create one realistic professional photography image for the exact article title: ""Curb Appeal Landscaping With Front Yard Trees"". Pin type C: three-quarter entry-angle composition from the walkway or driveway edge, with depth through the front yard and a fresh perspective distinct from a wide hero or close detail view. Exact title match requirement: the image must visually communicate ""Curb Appeal Landscaping With Front Yard Trees"" immediately, not a generic yard. Required visual element: a clearly visible front yard landscape and USA home exterior matching the article title. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. Use realistic front yard landscaping, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, portrait 2:3, crisp DSLR architectural-garden photography, diagonal walkway-led composition, visible facade context, polished but lived-in yard. Keep the composition ready for later overlay space, but do not add overlay content. Source uniqueness: create a unique source image for curb-appeal-landscaping-with-front-yard-trees-c only, with source_signature manual-batch-02:curb-appeal-landscaping-with-front-yard-trees-c; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",27
manual-b02-028-curb-appeal-landscaping-with-layered-porch-planters-c,curb-appeal-landscaping-with-layered-porch-planters,C,C,curb-appeal-landscaping-with-layered-porch-planters-c,manual-batch-02:curb-appeal-landscaping-with-layered-porch-planters-c,Curb Appeal Landscaping With Layered Porch Planters,"Create one realistic professional photography image for the exact article title: ""Curb Appeal Landscaping With Layered Porch Planters"". Pin type C: three-quarter entry-angle composition from the walkway or driveway edge, with depth through the front yard and a fresh perspective distinct from a wide hero or close detail view. Exact title match requirement: the image must visually communicate ""Curb Appeal Landscaping With Layered Porch Planters"" immediately, not a generic yard. Required visual element: clearly visible front porch planters or container plantings. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. Use realistic front yard landscaping, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, portrait 2:3, crisp DSLR architectural-garden photography, front-corner perspective, layered planting depth, realistic American neighborhood feel. Keep the composition ready for later overlay space, but do not add overlay content. Source uniqueness: create a unique source image for curb-appeal-landscaping-with-layered-porch-planters-c only, with source_signature manual-batch-02:curb-appeal-landscaping-with-layered-porch-planters-c; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",28
manual-b02-029-curb-appeal-landscaping-with-mailbox-flower-beds-c,curb-appeal-landscaping-with-mailbox-flower-beds,C,C,curb-appeal-landscaping-with-mailbox-flower-beds-c,manual-batch-02:curb-appeal-landscaping-with-mailbox-flower-beds-c,Curb Appeal Landscaping With Mailbox Flower Beds,"Create one realistic professional photography image for the exact article title: ""Curb Appeal Landscaping With Mailbox Flower Beds"". Pin type C: three-quarter entry-angle composition from the walkway or driveway edge, with depth through the front yard and a fresh perspective distinct from a wide hero or close detail view. Exact title match requirement: the image must visually communicate ""Curb Appeal Landscaping With Mailbox Flower Beds"" immediately, not a generic yard. Required visual element: a clearly visible mailbox with a planted mailbox flower bed. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. Use realistic front yard landscaping, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, portrait 2:3, crisp DSLR architectural-garden photography, clean editorial framing, true-to-life plant scale, no staged showroom look. Keep the composition ready for later overlay space, but do not add overlay content. Source uniqueness: create a unique source image for curb-appeal-landscaping-with-mailbox-flower-beds-c only, with source_signature manual-batch-02:curb-appeal-landscaping-with-mailbox-flower-beds-c; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",29
manual-b02-030-curb-appeal-landscaping-with-outdoor-lighting-c,curb-appeal-landscaping-with-outdoor-lighting,C,C,curb-appeal-landscaping-with-outdoor-lighting-c,manual-batch-02:curb-appeal-landscaping-with-outdoor-lighting-c,Curb Appeal Landscaping With Outdoor Lighting,"Create one realistic professional photography image for the exact article title: ""Curb Appeal Landscaping With Outdoor Lighting"". Pin type C: three-quarter entry-angle composition from the walkway or driveway edge, with depth through the front yard and a fresh perspective distinct from a wide hero or close detail view. Exact title match requirement: the image must visually communicate ""Curb Appeal Landscaping With Outdoor Lighting"" immediately, not a generic yard. Required visual element: clearly visible outdoor path lighting or warm front yard landscape lighting. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. Use realistic front yard landscaping, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, portrait 2:3, crisp DSLR architectural-garden photography, natural daylight with sharp detail, practical curb appeal, real materials and plants. Keep the composition ready for later overlay space, but do not add overlay content. Source uniqueness: create a unique source image for curb-appeal-landscaping-with-outdoor-lighting-c only, with source_signature manual-batch-02:curb-appeal-landscaping-with-outdoor-lighting-c; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",30
manual-b02-031-curb-appeal-landscaping-with-seasonal-containers-c,curb-appeal-landscaping-with-seasonal-containers,C,C,curb-appeal-landscaping-with-seasonal-containers-c,manual-batch-02:curb-appeal-landscaping-with-seasonal-containers-c,Curb Appeal Landscaping With Seasonal Containers,"Create one realistic professional photography image for the exact article title: ""Curb Appeal Landscaping With Seasonal Containers"". Pin type C: three-quarter entry-angle composition from the walkway or driveway edge, with depth through the front yard and a fresh perspective distinct from a wide hero or close detail view. Exact title match requirement: the image must visually communicate ""Curb Appeal Landscaping With Seasonal Containers"" immediately, not a generic yard. Required visual element: clearly visible front porch planters or container plantings. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. Use realistic front yard landscaping, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, portrait 2:3, crisp DSLR architectural-garden photography, morning side light, crisp mulch and plant texture, natural color, editorial depth. Keep the composition ready for later overlay space, but do not add overlay content. Source uniqueness: create a unique source image for curb-appeal-landscaping-with-seasonal-containers-c only, with source_signature manual-batch-02:curb-appeal-landscaping-with-seasonal-containers-c; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",31
manual-b02-032-curb-appeal-landscaping-with-stone-pillars-c,curb-appeal-landscaping-with-stone-pillars,C,C,curb-appeal-landscaping-with-stone-pillars-c,manual-batch-02:curb-appeal-landscaping-with-stone-pillars-c,Curb Appeal Landscaping With Stone Pillars,"Create one realistic professional photography image for the exact article title: ""Curb Appeal Landscaping With Stone Pillars"". Pin type C: three-quarter entry-angle composition from the walkway or driveway edge, with depth through the front yard and a fresh perspective distinct from a wide hero or close detail view. Exact title match requirement: the image must visually communicate ""Curb Appeal Landscaping With Stone Pillars"" immediately, not a generic yard. Required visual element: clearly visible rocks, boulders, stone, or gravel landscaping. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. Use realistic front yard landscaping, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, portrait 2:3, crisp DSLR architectural-garden photography, soft late-afternoon light, clean path lines, layered shrubs, realistic curb appeal. Keep the composition ready for later overlay space, but do not add overlay content. Source uniqueness: create a unique source image for curb-appeal-landscaping-with-stone-pillars-c only, with source_signature manual-batch-02:curb-appeal-landscaping-with-stone-pillars-c; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",32
manual-b02-033-curb-appeal-landscaping-with-symmetrical-planters-c,curb-appeal-landscaping-with-symmetrical-planters,C,C,curb-appeal-landscaping-with-symmetrical-planters-c,manual-batch-02:curb-appeal-landscaping-with-symmetrical-planters-c,Curb Appeal Landscaping With Symmetrical Planters,"Create one realistic professional photography image for the exact article title: ""Curb Appeal Landscaping With Symmetrical Planters"". Pin type C: three-quarter entry-angle composition from the walkway or driveway edge, with depth through the front yard and a fresh perspective distinct from a wide hero or close detail view. Exact title match requirement: the image must visually communicate ""Curb Appeal Landscaping With Symmetrical Planters"" immediately, not a generic yard. Required visual element: clearly visible front porch planters or container plantings. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. Use realistic front yard landscaping, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, portrait 2:3, crisp DSLR architectural-garden photography, bright overcast daylight, balanced shadows, detailed soil and stone texture. Keep the composition ready for later overlay space, but do not add overlay content. Source uniqueness: create a unique source image for curb-appeal-landscaping-with-symmetrical-planters-c only, with source_signature manual-batch-02:curb-appeal-landscaping-with-symmetrical-planters-c; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",33
manual-b02-034-curved-front-walkway-landscaping-ideas-c,curved-front-walkway-landscaping-ideas,C,C,curved-front-walkway-landscaping-ideas-c,manual-batch-02:curved-front-walkway-landscaping-ideas-c,Curved Front Walkway Landscaping Ideas,"Create one realistic professional photography image for the exact article title: ""Curved Front Walkway Landscaping Ideas"". Pin type C: three-quarter entry-angle composition from the walkway or driveway edge, with depth through the front yard and a fresh perspective distinct from a wide hero or close detail view. Exact title match requirement: the image must visually communicate ""Curved Front Walkway Landscaping Ideas"" immediately, not a generic yard. Required visual element: a clearly visible front walkway or entry path. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. Use realistic front yard landscaping, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, portrait 2:3, crisp DSLR architectural-garden photography, street-level DSLR framing, natural lens perspective, clear foreground landscaping. Keep the composition ready for later overlay space, but do not add overlay content. Source uniqueness: create a unique source image for curved-front-walkway-landscaping-ideas-c only, with source_signature manual-batch-02:curved-front-walkway-landscaping-ideas-c; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",34
manual-b02-035-drought-tolerant-front-yard-landscaping-ideas-c,drought-tolerant-front-yard-landscaping-ideas,C,C,drought-tolerant-front-yard-landscaping-ideas-c,manual-batch-02:drought-tolerant-front-yard-landscaping-ideas-c,Drought-Tolerant Front Yard Landscaping Ideas That Still Feel Lush,"Create one realistic professional photography image for the exact article title: ""Drought-Tolerant Front Yard Landscaping Ideas That Still Feel Lush"". Pin type C: three-quarter entry-angle composition from the walkway or driveway edge, with depth through the front yard and a fresh perspective distinct from a wide hero or close detail view. Exact title match requirement: the image must visually communicate ""Drought-Tolerant Front Yard Landscaping Ideas That Still Feel Lush"" immediately, not a generic yard. Required visual element: a clearly visible front yard landscape and USA home exterior matching the article title. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. Use realistic front yard landscaping, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, portrait 2:3, crisp DSLR architectural-garden photography, slightly elevated porch-facing angle, tidy edges, believable suburban scale. Keep the composition ready for later overlay space, but do not add overlay content. Source uniqueness: create a unique source image for drought-tolerant-front-yard-landscaping-ideas-c only, with source_signature manual-batch-02:drought-tolerant-front-yard-landscaping-ideas-c; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",35
manual-b02-036-flagstone-front-walkway-ideas-c,flagstone-front-walkway-ideas,C,C,flagstone-front-walkway-ideas-c,manual-batch-02:flagstone-front-walkway-ideas-c,Flagstone Front Walkway Ideas,"Create one realistic professional photography image for the exact article title: ""Flagstone Front Walkway Ideas"". Pin type C: three-quarter entry-angle composition from the walkway or driveway edge, with depth through the front yard and a fresh perspective distinct from a wide hero or close detail view. Exact title match requirement: the image must visually communicate ""Flagstone Front Walkway Ideas"" immediately, not a generic yard. Required visual element: a clearly visible front walkway or entry path. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. Use realistic front yard landscaping, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, portrait 2:3, crisp DSLR architectural-garden photography, low garden-bed viewpoint, strong foreground material texture, natural planting rhythm. Keep the composition ready for later overlay space, but do not add overlay content. Source uniqueness: create a unique source image for flagstone-front-walkway-ideas-c only, with source_signature manual-batch-02:flagstone-front-walkway-ideas-c; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",36
manual-b02-037-budget-front-yard-ideas-with-small-evergreens-b,budget-front-yard-ideas-with-small-evergreens,B,B,budget-front-yard-ideas-with-small-evergreens-b,manual-batch-02:budget-front-yard-ideas-with-small-evergreens-b,Budget Front Yard Ideas With Small Evergreens,"Create one realistic professional photography image for the exact article title: ""Budget Front Yard Ideas With Small Evergreens"". Pin type B: close professional landscaping-detail composition focused on the title-specific yard element in the foreground, with the visible house exterior softly present for context. Exact title match requirement: the image must visually communicate ""Budget Front Yard Ideas With Small Evergreens"" immediately, not a generic yard. Required visual element: a clearly visible small compact front yard in front of a USA home exterior. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. Use realistic front yard landscaping, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, portrait 2:3, crisp DSLR architectural-garden photography, diagonal walkway-led composition, visible facade context, polished but lived-in yard. Keep the composition ready for later overlay space, but do not add overlay content. Source uniqueness: create a unique source image for budget-front-yard-ideas-with-small-evergreens-b only, with source_signature manual-batch-02:budget-front-yard-ideas-with-small-evergreens-b; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",37
manual-b02-038-budget-front-yard-ideas-with-solar-path-lights-b,budget-front-yard-ideas-with-solar-path-lights,B,B,budget-front-yard-ideas-with-solar-path-lights-b,manual-batch-02:budget-front-yard-ideas-with-solar-path-lights-b,Budget Front Yard Ideas With Solar Path Lights,"Create one realistic professional photography image for the exact article title: ""Budget Front Yard Ideas With Solar Path Lights"". Pin type B: close professional landscaping-detail composition focused on the title-specific yard element in the foreground, with the visible house exterior softly present for context. Exact title match requirement: the image must visually communicate ""Budget Front Yard Ideas With Solar Path Lights"" immediately, not a generic yard. Required visual element: clearly visible outdoor path lighting or warm front yard landscape lighting. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. Use realistic front yard landscaping, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, portrait 2:3, crisp DSLR architectural-garden photography, front-corner perspective, layered planting depth, realistic American neighborhood feel. Keep the composition ready for later overlay space, but do not add overlay content. Source uniqueness: create a unique source image for budget-front-yard-ideas-with-solar-path-lights-b only, with source_signature manual-batch-02:budget-front-yard-ideas-with-solar-path-lights-b; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",38
manual-b02-039-budget-front-yard-lawn-refresh-ideas-b,budget-front-yard-lawn-refresh-ideas,B,B,budget-front-yard-lawn-refresh-ideas-b,manual-batch-02:budget-front-yard-lawn-refresh-ideas-b,Budget Front Yard Lawn Refresh Ideas,"Create one realistic professional photography image for the exact article title: ""Budget Front Yard Lawn Refresh Ideas"". Pin type B: close professional landscaping-detail composition focused on the title-specific yard element in the foreground, with the visible house exterior softly present for context. Exact title match requirement: the image must visually communicate ""Budget Front Yard Lawn Refresh Ideas"" immediately, not a generic yard. Required visual element: a clearly visible clean front lawn or lawn stripes with front yard landscaping. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. Use realistic front yard landscaping, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, portrait 2:3, crisp DSLR architectural-garden photography, clean editorial framing, true-to-life plant scale, no staged showroom look. Keep the composition ready for later overlay space, but do not add overlay content. Source uniqueness: create a unique source image for budget-front-yard-lawn-refresh-ideas-b only, with source_signature manual-batch-02:budget-front-yard-lawn-refresh-ideas-b; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",39
manual-b02-040-budget-front-yard-lighting-ideas-b,budget-front-yard-lighting-ideas,B,B,budget-front-yard-lighting-ideas-b,manual-batch-02:budget-front-yard-lighting-ideas-b,Budget Front Yard Lighting Ideas,"Create one realistic professional photography image for the exact article title: ""Budget Front Yard Lighting Ideas"". Pin type B: close professional landscaping-detail composition focused on the title-specific yard element in the foreground, with the visible house exterior softly present for context. Exact title match requirement: the image must visually communicate ""Budget Front Yard Lighting Ideas"" immediately, not a generic yard. Required visual element: clearly visible outdoor path lighting or warm front yard landscape lighting. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. Use realistic front yard landscaping, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, portrait 2:3, crisp DSLR architectural-garden photography, natural daylight with sharp detail, practical curb appeal, real materials and plants. Keep the composition ready for later overlay space, but do not add overlay content. Source uniqueness: create a unique source image for budget-front-yard-lighting-ideas-b only, with source_signature manual-batch-02:budget-front-yard-lighting-ideas-b; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",40
manual-b02-041-budget-front-yard-mailbox-makeover-ideas-b,budget-front-yard-mailbox-makeover-ideas,B,B,budget-front-yard-mailbox-makeover-ideas-b,manual-batch-02:budget-front-yard-mailbox-makeover-ideas-b,Budget Front Yard Mailbox Makeover Ideas,"Create one realistic professional photography image for the exact article title: ""Budget Front Yard Mailbox Makeover Ideas"". Pin type B: close professional landscaping-detail composition focused on the title-specific yard element in the foreground, with the visible house exterior softly present for context. Exact title match requirement: the image must visually communicate ""Budget Front Yard Mailbox Makeover Ideas"" immediately, not a generic yard. Required visual element: a clearly visible mailbox with a planted mailbox flower bed. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. Use realistic front yard landscaping, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, portrait 2:3, crisp DSLR architectural-garden photography, morning side light, crisp mulch and plant texture, natural color, editorial depth. Keep the composition ready for later overlay space, but do not add overlay content. Source uniqueness: create a unique source image for budget-front-yard-mailbox-makeover-ideas-b only, with source_signature manual-batch-02:budget-front-yard-mailbox-makeover-ideas-b; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",41
manual-b02-042-budget-front-yard-mulch-makeover-ideas-b,budget-front-yard-mulch-makeover-ideas,B,B,budget-front-yard-mulch-makeover-ideas-b,manual-batch-02:budget-front-yard-mulch-makeover-ideas-b,Budget Front Yard Mulch Makeover Ideas,"Create one realistic professional photography image for the exact article title: ""Budget Front Yard Mulch Makeover Ideas"". Pin type B: close professional landscaping-detail composition focused on the title-specific yard element in the foreground, with the visible house exterior softly present for context. Exact title match requirement: the image must visually communicate ""Budget Front Yard Mulch Makeover Ideas"" immediately, not a generic yard. Required visual element: clearly visible low-maintenance front yard landscaping with gravel, shrubs, mulch, or minimal lawn. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. Use realistic front yard landscaping, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, portrait 2:3, crisp DSLR architectural-garden photography, soft late-afternoon light, clean path lines, layered shrubs, realistic curb appeal. Keep the composition ready for later overlay space, but do not add overlay content. Source uniqueness: create a unique source image for budget-front-yard-mulch-makeover-ideas-b only, with source_signature manual-batch-02:budget-front-yard-mulch-makeover-ideas-b; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",42
manual-b02-043-budget-front-yard-planter-and-container-ideas-b,budget-front-yard-planter-and-container-ideas,B,B,budget-front-yard-planter-and-container-ideas-b,manual-batch-02:budget-front-yard-planter-and-container-ideas-b,Budget Front Yard Planter and Container Ideas,"Create one realistic professional photography image for the exact article title: ""Budget Front Yard Planter and Container Ideas"". Pin type B: close professional landscaping-detail composition focused on the title-specific yard element in the foreground, with the visible house exterior softly present for context. Exact title match requirement: the image must visually communicate ""Budget Front Yard Planter and Container Ideas"" immediately, not a generic yard. Required visual element: clearly visible front porch planters or container plantings. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. Use realistic front yard landscaping, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, portrait 2:3, crisp DSLR architectural-garden photography, bright overcast daylight, balanced shadows, detailed soil and stone texture. Keep the composition ready for later overlay space, but do not add overlay content. Source uniqueness: create a unique source image for budget-front-yard-planter-and-container-ideas-b only, with source_signature manual-batch-02:budget-front-yard-planter-and-container-ideas-b; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",43
manual-b02-044-budget-front-yard-plants-that-look-expensive-b,budget-front-yard-plants-that-look-expensive,B,B,budget-front-yard-plants-that-look-expensive-b,manual-batch-02:budget-front-yard-plants-that-look-expensive-b,Budget Front Yard Plants That Look Expensive,"Create one realistic professional photography image for the exact article title: ""Budget Front Yard Plants That Look Expensive"". Pin type B: close professional landscaping-detail composition focused on the title-specific yard element in the foreground, with the visible house exterior softly present for context. Exact title match requirement: the image must visually communicate ""Budget Front Yard Plants That Look Expensive"" immediately, not a generic yard. Required visual element: a clearly visible front yard landscape and USA home exterior matching the article title. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. Use realistic front yard landscaping, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, portrait 2:3, crisp DSLR architectural-garden photography, street-level DSLR framing, natural lens perspective, clear foreground landscaping. Keep the composition ready for later overlay space, but do not add overlay content. Source uniqueness: create a unique source image for budget-front-yard-plants-that-look-expensive-b only, with source_signature manual-batch-02:budget-front-yard-plants-that-look-expensive-b; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",44
manual-b02-045-budget-front-yard-porch-planter-ideas-b,budget-front-yard-porch-planter-ideas,B,B,budget-front-yard-porch-planter-ideas-b,manual-batch-02:budget-front-yard-porch-planter-ideas-b,Budget Front Yard Porch Planter Ideas,"Create one realistic professional photography image for the exact article title: ""Budget Front Yard Porch Planter Ideas"". Pin type B: close professional landscaping-detail composition focused on the title-specific yard element in the foreground, with the visible house exterior softly present for context. Exact title match requirement: the image must visually communicate ""Budget Front Yard Porch Planter Ideas"" immediately, not a generic yard. Required visual element: clearly visible front porch planters or container plantings. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. Use realistic front yard landscaping, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, portrait 2:3, crisp DSLR architectural-garden photography, slightly elevated porch-facing angle, tidy edges, believable suburban scale. Keep the composition ready for later overlay space, but do not add overlay content. Source uniqueness: create a unique source image for budget-front-yard-porch-planter-ideas-b only, with source_signature manual-batch-02:budget-front-yard-porch-planter-ideas-b; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",45
