image_id,article_slug,category,pin_variant,pin_type,pin_id,source_signature,article_title,required_visual_element,exact_prompt,priority
manual-b05-086-front-yard-rock-landscaping-with-tan-gravel-b,front-yard-rock-landscaping-with-tan-gravel,Front Yard Landscaping With Rocks,B,B,front-yard-rock-landscaping-with-tan-gravel-b,manual-batch-05:front-yard-rock-landscaping-with-tan-gravel-b,Front Yard Rock Landscaping With Tan Gravel,a clearly visible gravel path through the front yard,"Create one realistic professional photography image for the exact article title: ""Front Yard Rock Landscaping With Tan Gravel"". Article slug: front-yard-rock-landscaping-with-tan-gravel. Category: Front Yard Landscaping With Rocks. Pin type B. Pin variant B: close professional landscaping-detail view centered on the required visual element, with the visible house exterior still present as secondary background context. Required visual element: a clearly visible gravel path through the front yard. The image must match the article_title, article_slug, category, pin_variant, and required_visual_element exactly enough that the topic is immediately clear. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. The image must show lawn OR flower beds OR shrubs OR mulch OR rocks OR walkway, with landscaping visually stronger than architecture. Use realistic professional photography, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, 2:3 vertical composition, crisp DSLR architectural-garden photography, soft bright overcast daylight, realistic stone and soil texture, practical curb appeal. Keep clean negative space for later overlay, but do not add overlay content. Source uniqueness: create a unique source image for front-yard-rock-landscaping-with-tan-gravel-b only, with source_signature manual-batch-05:front-yard-rock-landscaping-with-tan-gravel-b; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",86
manual-b05-087-front-yard-rock-landscaping-with-yuccas-b,front-yard-rock-landscaping-with-yuccas,Front Yard Landscaping With Rocks,B,B,front-yard-rock-landscaping-with-yuccas-b,manual-batch-05:front-yard-rock-landscaping-with-yuccas-b,Front Yard Rock Landscaping With Yuccas,"clearly visible rock, boulder, stone, or gravel landscaping in the front yard","Create one realistic professional photography image for the exact article title: ""Front Yard Rock Landscaping With Yuccas"". Article slug: front-yard-rock-landscaping-with-yuccas. Category: Front Yard Landscaping With Rocks. Pin type B. Pin variant B: close professional landscaping-detail view centered on the required visual element, with the visible house exterior still present as secondary background context. Required visual element: clearly visible rock, boulder, stone, or gravel landscaping in the front yard. The image must match the article_title, article_slug, category, pin_variant, and required_visual_element exactly enough that the topic is immediately clear. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. The image must show lawn OR flower beds OR shrubs OR mulch OR rocks OR walkway, with landscaping visually stronger than architecture. Use realistic professional photography, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, 2:3 vertical composition, crisp DSLR architectural-garden photography, street-level DSLR framing, layered shrubs, clean walkway movement, believable suburban setting. Keep clean negative space for later overlay, but do not add overlay content. Source uniqueness: create a unique source image for front-yard-rock-landscaping-with-yuccas-b only, with source_signature manual-batch-05:front-yard-rock-landscaping-with-yuccas-b; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",87
manual-b05-088-front-yard-rose-garden-ideas-b,front-yard-rose-garden-ideas,Front Yard Flower Bed Ideas,B,B,front-yard-rose-garden-ideas-b,manual-batch-05:front-yard-rose-garden-ideas-b,Front Yard Rose Garden Ideas That Feel Refined,clearly visible front yard flower beds with real flowers,"Create one realistic professional photography image for the exact article title: ""Front Yard Rose Garden Ideas That Feel Refined"". Article slug: front-yard-rose-garden-ideas. Category: Front Yard Flower Bed Ideas. Pin type B. Pin variant B: close professional landscaping-detail view centered on the required visual element, with the visible house exterior still present as secondary background context. Required visual element: clearly visible front yard flower beds with real flowers. The image must match the article_title, article_slug, category, pin_variant, and required_visual_element exactly enough that the topic is immediately clear. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. The image must show lawn OR flower beds OR shrubs OR mulch OR rocks OR walkway, with landscaping visually stronger than architecture. Use realistic professional photography, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, 2:3 vertical composition, crisp DSLR architectural-garden photography, front-corner composition, strong foreground landscaping, visible facade context, natural color. Keep clean negative space for later overlay, but do not add overlay content. Source uniqueness: create a unique source image for front-yard-rose-garden-ideas-b only, with source_signature manual-batch-05:front-yard-rose-garden-ideas-b; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",88
manual-b05-089-front-yard-salvia-and-grass-bed-ideas-b,front-yard-salvia-and-grass-bed-ideas,Front Yard Flower Bed Ideas,B,B,front-yard-salvia-and-grass-bed-ideas-b,manual-batch-05:front-yard-salvia-and-grass-bed-ideas-b,Front Yard Salvia and Grass Bed Ideas,clearly visible front yard flower beds with real flowers,"Create one realistic professional photography image for the exact article title: ""Front Yard Salvia and Grass Bed Ideas"". Article slug: front-yard-salvia-and-grass-bed-ideas. Category: Front Yard Flower Bed Ideas. Pin type B. Pin variant B: close professional landscaping-detail view centered on the required visual element, with the visible house exterior still present as secondary background context. Required visual element: clearly visible front yard flower beds with real flowers. The image must match the article_title, article_slug, category, pin_variant, and required_visual_element exactly enough that the topic is immediately clear. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. The image must show lawn OR flower beds OR shrubs OR mulch OR rocks OR walkway, with landscaping visually stronger than architecture. Use realistic professional photography, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, 2:3 vertical composition, crisp DSLR architectural-garden photography, low garden-bed perspective, tactile mulch and planting detail, polished but realistic yard. Keep clean negative space for later overlay, but do not add overlay content. Source uniqueness: create a unique source image for front-yard-salvia-and-grass-bed-ideas-b only, with source_signature manual-batch-05:front-yard-salvia-and-grass-bed-ideas-b; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",89
manual-b05-090-front-yard-seasonal-refresh-ideas-for-spring-and-fall-b,front-yard-seasonal-refresh-ideas-for-spring-and-fall,Front Yard Flower Bed Ideas,B,B,front-yard-seasonal-refresh-ideas-for-spring-and-fall-b,manual-batch-05:front-yard-seasonal-refresh-ideas-for-spring-and-fall-b,Front Yard Seasonal Refresh Ideas for Spring and Fall,clearly visible front yard flower beds with real flowers,"Create one realistic professional photography image for the exact article title: ""Front Yard Seasonal Refresh Ideas for Spring and Fall"". Article slug: front-yard-seasonal-refresh-ideas-for-spring-and-fall. Category: Front Yard Flower Bed Ideas. Pin type B. Pin variant B: close professional landscaping-detail view centered on the required visual element, with the visible house exterior still present as secondary background context. Required visual element: clearly visible front yard flower beds with real flowers. The image must match the article_title, article_slug, category, pin_variant, and required_visual_element exactly enough that the topic is immediately clear. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. The image must show lawn OR flower beds OR shrubs OR mulch OR rocks OR walkway, with landscaping visually stronger than architecture. Use realistic professional photography, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, 2:3 vertical composition, crisp DSLR architectural-garden photography, balanced architectural-garden framing, landscaping stronger than the house, clear negative space. Keep clean negative space for later overlay, but do not add overlay content. Source uniqueness: create a unique source image for front-yard-seasonal-refresh-ideas-for-spring-and-fall-b only, with source_signature manual-batch-05:front-yard-seasonal-refresh-ideas-for-spring-and-fall-b; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",90
manual-b05-091-front-yard-shade-flower-bed-ideas-b,front-yard-shade-flower-bed-ideas,Front Yard Flower Bed Ideas,B,B,front-yard-shade-flower-bed-ideas-b,manual-batch-05:front-yard-shade-flower-bed-ideas-b,Front Yard Shade Flower Bed Ideas,clearly visible front yard flower beds with real flowers,"Create one realistic professional photography image for the exact article title: ""Front Yard Shade Flower Bed Ideas"". Article slug: front-yard-shade-flower-bed-ideas. Category: Front Yard Flower Bed Ideas. Pin type B. Pin variant B: close professional landscaping-detail view centered on the required visual element, with the visible house exterior still present as secondary background context. Required visual element: clearly visible front yard flower beds with real flowers. The image must match the article_title, article_slug, category, pin_variant, and required_visual_element exactly enough that the topic is immediately clear. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. The image must show lawn OR flower beds OR shrubs OR mulch OR rocks OR walkway, with landscaping visually stronger than architecture. Use realistic professional photography, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, 2:3 vertical composition, crisp DSLR architectural-garden photography, natural morning side light, real plant scale, crisp mulch texture, clean editorial depth. Keep clean negative space for later overlay, but do not add overlay content. Source uniqueness: create a unique source image for front-yard-shade-flower-bed-ideas-b only, with source_signature manual-batch-05:front-yard-shade-flower-bed-ideas-b; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",91
manual-b05-092-front-yard-shade-landscaping-ideas-b,front-yard-shade-landscaping-ideas,Low Maintenance Front Yard Landscaping,B,B,front-yard-shade-landscaping-ideas-b,manual-batch-05:front-yard-shade-landscaping-ideas-b,"Front Yard Shade Landscaping Ideas for Cooler, Softer Curb Appeal",a clearly visible front yard landscape and USA home exterior matching the article title,"Create one realistic professional photography image for the exact article title: ""Front Yard Shade Landscaping Ideas for Cooler, Softer Curb Appeal"". Article slug: front-yard-shade-landscaping-ideas. Category: Low Maintenance Front Yard Landscaping. Pin type B. Pin variant B: close professional landscaping-detail view centered on the required visual element, with the visible house exterior still present as secondary background context. Required visual element: a clearly visible front yard landscape and USA home exterior matching the article title. The image must match the article_title, article_slug, category, pin_variant, and required_visual_element exactly enough that the topic is immediately clear. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. The image must show lawn OR flower beds OR shrubs OR mulch OR rocks OR walkway, with landscaping visually stronger than architecture. Use realistic professional photography, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, 2:3 vertical composition, crisp DSLR architectural-garden photography, soft bright overcast daylight, realistic stone and soil texture, practical curb appeal. Keep clean negative space for later overlay, but do not add overlay content. Source uniqueness: create a unique source image for front-yard-shade-landscaping-ideas-b only, with source_signature manual-batch-05:front-yard-shade-landscaping-ideas-b; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",92
manual-b05-093-front-yard-side-yard-transition-landscaping-b,front-yard-side-yard-transition-landscaping,Small Front Yard Landscaping Ideas,B,B,front-yard-side-yard-transition-landscaping-b,manual-batch-05:front-yard-side-yard-transition-landscaping-b,Front Yard to Side Yard Transition Landscaping Ideas,a clearly visible front yard landscape and USA home exterior matching the article title,"Create one realistic professional photography image for the exact article title: ""Front Yard to Side Yard Transition Landscaping Ideas"". Article slug: front-yard-side-yard-transition-landscaping. Category: Small Front Yard Landscaping Ideas. Pin type B. Pin variant B: close professional landscaping-detail view centered on the required visual element, with the visible house exterior still present as secondary background context. Required visual element: a clearly visible front yard landscape and USA home exterior matching the article title. The image must match the article_title, article_slug, category, pin_variant, and required_visual_element exactly enough that the topic is immediately clear. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. The image must show lawn OR flower beds OR shrubs OR mulch OR rocks OR walkway, with landscaping visually stronger than architecture. Use realistic professional photography, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, 2:3 vertical composition, crisp DSLR architectural-garden photography, street-level DSLR framing, layered shrubs, clean walkway movement, believable suburban setting. Keep clean negative space for later overlay, but do not add overlay content. Source uniqueness: create a unique source image for front-yard-side-yard-transition-landscaping-b only, with source_signature manual-batch-05:front-yard-side-yard-transition-landscaping-b; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",93
manual-b05-094-front-yard-slate-chip-landscaping-ideas-b,front-yard-slate-chip-landscaping-ideas,Front Yard Landscaping With Rocks,B,B,front-yard-slate-chip-landscaping-ideas-b,manual-batch-05:front-yard-slate-chip-landscaping-ideas-b,Front Yard Slate Chip Landscaping Ideas,"clearly visible rock, boulder, stone, or gravel landscaping in the front yard","Create one realistic professional photography image for the exact article title: ""Front Yard Slate Chip Landscaping Ideas"". Article slug: front-yard-slate-chip-landscaping-ideas. Category: Front Yard Landscaping With Rocks. Pin type B. Pin variant B: close professional landscaping-detail view centered on the required visual element, with the visible house exterior still present as secondary background context. Required visual element: clearly visible rock, boulder, stone, or gravel landscaping in the front yard. The image must match the article_title, article_slug, category, pin_variant, and required_visual_element exactly enough that the topic is immediately clear. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. The image must show lawn OR flower beds OR shrubs OR mulch OR rocks OR walkway, with landscaping visually stronger than architecture. Use realistic professional photography, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, 2:3 vertical composition, crisp DSLR architectural-garden photography, front-corner composition, strong foreground landscaping, visible facade context, natural color. Keep clean negative space for later overlay, but do not add overlay content. Source uniqueness: create a unique source image for front-yard-slate-chip-landscaping-ideas-b only, with source_signature manual-batch-05:front-yard-slate-chip-landscaping-ideas-b; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",94
manual-b05-095-front-yard-sloped-landscaping-ideas-with-retaining-walls-b,front-yard-sloped-landscaping-ideas-with-retaining-walls,Front Yard Landscaping With Rocks,B,B,front-yard-sloped-landscaping-ideas-with-retaining-walls-b,manual-batch-05:front-yard-sloped-landscaping-ideas-with-retaining-walls-b,Front Yard Sloped Landscaping Ideas With Retaining Walls,"clearly visible rock, boulder, stone, or gravel landscaping in the front yard","Create one realistic professional photography image for the exact article title: ""Front Yard Sloped Landscaping Ideas With Retaining Walls"". Article slug: front-yard-sloped-landscaping-ideas-with-retaining-walls. Category: Front Yard Landscaping With Rocks. Pin type B. Pin variant B: close professional landscaping-detail view centered on the required visual element, with the visible house exterior still present as secondary background context. Required visual element: clearly visible rock, boulder, stone, or gravel landscaping in the front yard. The image must match the article_title, article_slug, category, pin_variant, and required_visual_element exactly enough that the topic is immediately clear. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. The image must show lawn OR flower beds OR shrubs OR mulch OR rocks OR walkway, with landscaping visually stronger than architecture. Use realistic professional photography, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, 2:3 vertical composition, crisp DSLR architectural-garden photography, low garden-bed perspective, tactile mulch and planting detail, polished but realistic yard. Keep clean negative space for later overlay, but do not add overlay content. Source uniqueness: create a unique source image for front-yard-sloped-landscaping-ideas-with-retaining-walls-b only, with source_signature manual-batch-05:front-yard-sloped-landscaping-ideas-with-retaining-walls-b; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",95
manual-b05-096-front-yard-stone-steps-landscaping-ideas-b,front-yard-stone-steps-landscaping-ideas,Front Yard Landscaping With Rocks,B,B,front-yard-stone-steps-landscaping-ideas-b,manual-batch-05:front-yard-stone-steps-landscaping-ideas-b,Front Yard Stone Steps Landscaping Ideas,"clearly visible rock, boulder, stone, or gravel landscaping in the front yard","Create one realistic professional photography image for the exact article title: ""Front Yard Stone Steps Landscaping Ideas"". Article slug: front-yard-stone-steps-landscaping-ideas. Category: Front Yard Landscaping With Rocks. Pin type B. Pin variant B: close professional landscaping-detail view centered on the required visual element, with the visible house exterior still present as secondary background context. Required visual element: clearly visible rock, boulder, stone, or gravel landscaping in the front yard. The image must match the article_title, article_slug, category, pin_variant, and required_visual_element exactly enough that the topic is immediately clear. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. The image must show lawn OR flower beds OR shrubs OR mulch OR rocks OR walkway, with landscaping visually stronger than architecture. Use realistic professional photography, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, 2:3 vertical composition, crisp DSLR architectural-garden photography, balanced architectural-garden framing, landscaping stronger than the house, clear negative space. Keep clean negative space for later overlay, but do not add overlay content. Source uniqueness: create a unique source image for front-yard-stone-steps-landscaping-ideas-b only, with source_signature manual-batch-05:front-yard-stone-steps-landscaping-ideas-b; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",96
manual-b05-097-front-yard-symmetry-landscaping-ideas-b,front-yard-symmetry-landscaping-ideas,Curb Appeal Landscaping Ideas,B,B,front-yard-symmetry-landscaping-ideas-b,manual-batch-05:front-yard-symmetry-landscaping-ideas-b,Front Yard Symmetry Landscaping Ideas,a clearly visible front yard landscape and USA home exterior matching the article title,"Create one realistic professional photography image for the exact article title: ""Front Yard Symmetry Landscaping Ideas"". Article slug: front-yard-symmetry-landscaping-ideas. Category: Curb Appeal Landscaping Ideas. Pin type B. Pin variant B: close professional landscaping-detail view centered on the required visual element, with the visible house exterior still present as secondary background context. Required visual element: a clearly visible front yard landscape and USA home exterior matching the article title. The image must match the article_title, article_slug, category, pin_variant, and required_visual_element exactly enough that the topic is immediately clear. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. The image must show lawn OR flower beds OR shrubs OR mulch OR rocks OR walkway, with landscaping visually stronger than architecture. Use realistic professional photography, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, 2:3 vertical composition, crisp DSLR architectural-garden photography, natural morning side light, real plant scale, crisp mulch texture, clean editorial depth. Keep clean negative space for later overlay, but do not add overlay content. Source uniqueness: create a unique source image for front-yard-symmetry-landscaping-ideas-b only, with source_signature manual-batch-05:front-yard-symmetry-landscaping-ideas-b; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",97
manual-b05-098-front-yard-tree-ideas-for-curb-appeal-and-shade-b,front-yard-tree-ideas-for-curb-appeal-and-shade,Curb Appeal Landscaping Ideas,B,B,front-yard-tree-ideas-for-curb-appeal-and-shade-b,manual-batch-05:front-yard-tree-ideas-for-curb-appeal-and-shade-b,Front Yard Tree Ideas for Curb Appeal and Shade,a clearly visible front yard landscape and USA home exterior matching the article title,"Create one realistic professional photography image for the exact article title: ""Front Yard Tree Ideas for Curb Appeal and Shade"". Article slug: front-yard-tree-ideas-for-curb-appeal-and-shade. Category: Curb Appeal Landscaping Ideas. Pin type B. Pin variant B: close professional landscaping-detail view centered on the required visual element, with the visible house exterior still present as secondary background context. Required visual element: a clearly visible front yard landscape and USA home exterior matching the article title. The image must match the article_title, article_slug, category, pin_variant, and required_visual_element exactly enough that the topic is immediately clear. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. The image must show lawn OR flower beds OR shrubs OR mulch OR rocks OR walkway, with landscaping visually stronger than architecture. Use realistic professional photography, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, 2:3 vertical composition, crisp DSLR architectural-garden photography, soft bright overcast daylight, realistic stone and soil texture, practical curb appeal. Keep clean negative space for later overlay, but do not add overlay content. Source uniqueness: create a unique source image for front-yard-tree-ideas-for-curb-appeal-and-shade-b only, with source_signature manual-batch-05:front-yard-tree-ideas-for-curb-appeal-and-shade-b; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",98
manual-b05-099-front-yard-tulip-bed-ideas-b,front-yard-tulip-bed-ideas,Front Yard Flower Bed Ideas,B,B,front-yard-tulip-bed-ideas-b,manual-batch-05:front-yard-tulip-bed-ideas-b,Front Yard Tulip Bed Ideas,clearly visible front yard flower beds with real flowers,"Create one realistic professional photography image for the exact article title: ""Front Yard Tulip Bed Ideas"". Article slug: front-yard-tulip-bed-ideas. Category: Front Yard Flower Bed Ideas. Pin type B. Pin variant B: close professional landscaping-detail view centered on the required visual element, with the visible house exterior still present as secondary background context. Required visual element: clearly visible front yard flower beds with real flowers. The image must match the article_title, article_slug, category, pin_variant, and required_visual_element exactly enough that the topic is immediately clear. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. The image must show lawn OR flower beds OR shrubs OR mulch OR rocks OR walkway, with landscaping visually stronger than architecture. Use realistic professional photography, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, 2:3 vertical composition, crisp DSLR architectural-garden photography, street-level DSLR framing, layered shrubs, clean walkway movement, believable suburban setting. Keep clean negative space for later overlay, but do not add overlay content. Source uniqueness: create a unique source image for front-yard-tulip-bed-ideas-b only, with source_signature manual-batch-05:front-yard-tulip-bed-ideas-b; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",99
manual-b05-100-front-yard-white-flower-landscaping-ideas-b,front-yard-white-flower-landscaping-ideas,Front Yard Flower Bed Ideas,B,B,front-yard-white-flower-landscaping-ideas-b,manual-batch-05:front-yard-white-flower-landscaping-ideas-b,Front Yard White Flower Landscaping Ideas for Elegant Curb Appeal,clearly visible front yard flower beds with real flowers,"Create one realistic professional photography image for the exact article title: ""Front Yard White Flower Landscaping Ideas for Elegant Curb Appeal"". Article slug: front-yard-white-flower-landscaping-ideas. Category: Front Yard Flower Bed Ideas. Pin type B. Pin variant B: close professional landscaping-detail view centered on the required visual element, with the visible house exterior still present as secondary background context. Required visual element: clearly visible front yard flower beds with real flowers. The image must match the article_title, article_slug, category, pin_variant, and required_visual_element exactly enough that the topic is immediately clear. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. The image must show lawn OR flower beds OR shrubs OR mulch OR rocks OR walkway, with landscaping visually stronger than architecture. Use realistic professional photography, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, 2:3 vertical composition, crisp DSLR architectural-garden photography, front-corner composition, strong foreground landscaping, visible facade context, natural color. Keep clean negative space for later overlay, but do not add overlay content. Source uniqueness: create a unique source image for front-yard-white-flower-landscaping-ideas-b only, with source_signature manual-batch-05:front-yard-white-flower-landscaping-ideas-b; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",100
manual-b05-101-front-yard-wildflower-bed-ideas-b,front-yard-wildflower-bed-ideas,Front Yard Flower Bed Ideas,B,B,front-yard-wildflower-bed-ideas-b,manual-batch-05:front-yard-wildflower-bed-ideas-b,Front Yard Wildflower Bed Ideas That Still Look Polished,clearly visible front yard flower beds with real flowers,"Create one realistic professional photography image for the exact article title: ""Front Yard Wildflower Bed Ideas That Still Look Polished"". Article slug: front-yard-wildflower-bed-ideas. Category: Front Yard Flower Bed Ideas. Pin type B. Pin variant B: close professional landscaping-detail view centered on the required visual element, with the visible house exterior still present as secondary background context. Required visual element: clearly visible front yard flower beds with real flowers. The image must match the article_title, article_slug, category, pin_variant, and required_visual_element exactly enough that the topic is immediately clear. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. The image must show lawn OR flower beds OR shrubs OR mulch OR rocks OR walkway, with landscaping visually stronger than architecture. Use realistic professional photography, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, 2:3 vertical composition, crisp DSLR architectural-garden photography, low garden-bed perspective, tactile mulch and planting detail, polished but realistic yard. Keep clean negative space for later overlay, but do not add overlay content. Source uniqueness: create a unique source image for front-yard-wildflower-bed-ideas-b only, with source_signature manual-batch-05:front-yard-wildflower-bed-ideas-b; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",101
manual-b05-102-front-yard-window-box-and-planter-ideas-b,front-yard-window-box-and-planter-ideas,Curb Appeal Landscaping Ideas,B,B,front-yard-window-box-and-planter-ideas-b,manual-batch-05:front-yard-window-box-and-planter-ideas-b,Front Yard Window Box and Planter Ideas,clearly visible front yard or porch planters with real plants,"Create one realistic professional photography image for the exact article title: ""Front Yard Window Box and Planter Ideas"". Article slug: front-yard-window-box-and-planter-ideas. Category: Curb Appeal Landscaping Ideas. Pin type B. Pin variant B: close professional landscaping-detail view centered on the required visual element, with the visible house exterior still present as secondary background context. Required visual element: clearly visible front yard or porch planters with real plants. The image must match the article_title, article_slug, category, pin_variant, and required_visual_element exactly enough that the topic is immediately clear. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. The image must show lawn OR flower beds OR shrubs OR mulch OR rocks OR walkway, with landscaping visually stronger than architecture. Use realistic professional photography, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, 2:3 vertical composition, crisp DSLR architectural-garden photography, balanced architectural-garden framing, landscaping stronger than the house, clear negative space. Keep clean negative space for later overlay, but do not add overlay content. Source uniqueness: create a unique source image for front-yard-window-box-and-planter-ideas-b only, with source_signature manual-batch-05:front-yard-window-box-and-planter-ideas-b; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",102
